iter,azimuth,elevation,edge_score
1,3.5149876157974775,-1.138114878461579,0.03593629273850813
2,3.4483103163688753,-1.1579469223345806,0.045065381258845
3,2.845820013263279,-0.328959052351945,0.016571098852007814
4,2.6641140003874235,-0.2164904413851491,0.07888511043670943
5,2.3770312753444798,-1.3414036581698887,0.03372938273055656
6,1.1866810353606352,-1.1951192152785821,0.03391475983804009
7,2.475905038200099,0.2598691404703751,0.027486609193352038
8,1.9202062336987151,0.728647687665177,0.024546249591010576
9,2.9181096429719324,1.161902125411083,0.01753319349039098
10,2.666232699803774,0.6803498236758139,0.02835839241769535
11,3.284926066489311,0.26157025290995745,0.03864089911863728
12,3.580633144845055,0.45331204847942597,0.0433668037187464
13,3.3367041955462855,-0.0962616719975638,0.06915942218378067
14,3.378857044659145,-0.027731495980419907,0.060069915309608084
15,2.480527433486853,0.452752946091318,0.030475427590697775
16,2.0205993479121487,0.10349325656047242,0.028006717658606545
17,2.431963381645807,-0.363049486439666,0.05596117311568042
18,2.8304848960414684,-0.4509911788317868,0.07017637251569363
19,3.3231210871040577,-0.022567002018115734,0.057024853373229004
20,3.3160858848823507,0.6510221307013624,0.03389818738352776
21,2.839729038595691,1.4533822255745117,0.01534676011392674
22,2.9600024112032433,0.0601450529052015,0.06368004871458571
23,2.7531841745546988,0.8864807312044537,0.021760714786244563
24,3.1304439543661586,-0.015401595988319194,0.1869356883224394
25,2.336575365016671,-0.17534765584373024,0.055767301306396885
26,1.8650340952742315,-0.057798020359625224,0.06102124870529037
27,2.8685810202701196,-0.7348081732411148,0.022823905182626267
28,2.2285743310705155,-0.6293922083890955,0.030366665018567385
29,1.8802034577113775,-0.7622602578226578,0.024248835652123355
30,1.489900312557139,0.07430771963975952,0.10597802639745224
31,1.2105571929610557,-0.4759036082068202,0.04193048768321414
32,0.39922053534189134,-0.2353973886580836,0.08208183239108024
33,0.6158767055586777,0.9452386942213977,0.027691246615993818
34,0.19953081716873983,0.7121541524608064,0.03151976947537592
35,0.9220711970591711,0.48150379820909833,0.030751451552716438
36,0.5715706714069382,0.3031578625289801,0.03503790386450876
37,0.4205821233647343,-1.0344282721863571,0.03635081459867901
38,1.199895985613062,-0.31173410860440975,0.02171851607939236
39,1.8366576367446559,-0.8945833352789605,0.02349586921517453
40,2.0489697361753136,-1.4919421020479544,0.032733444219479345
41,2.3900806404925934,-1.3326316734008554,0.03359096105123766
42,2.1419708772970116,-1.5342376387272116,0.03729570690638043
43,1.9348217643296794,-0.9923345744514808,0.03826477877379034
44,1.5780842260835792,-0.17808199292503002,0.03055700928931169
45,1.09293821925113,-0.24834730010805528,0.08813119843790197
46,0.442906257069189,-0.19264466596420327,0.07391856745392524
47,0.16091966798195184,0.3454851369618103,0.032388756090100716
48,0.47436480759522737,1.0885692760128407,0.017169965565606553
49,0.04292793195813435,-0.2518488729482402,0.024042917317671914
50,0.7844987392751135,-0.12952493490376993,0.04898909694613301
51,0.9248311826422773,-0.38630695971735063,0.029383582076330152
52,1.001044842471404,-0.9896766160869719,0.036920377570810875
53,1.2285789195608132,-0.5868592514988317,0.03027006112022891
54,1.7526116454598133,-0.2836523485270145,0.022744090200113188
55,0.8473373611143159,0.21301215182375283,0.0263800372356627
56,0.7115713975781921,0.9805190793911458,0.0306295936506452
57,0.019771721361992706,1.4003899663293238,0.017065274833407654
58,0.11222145857716306,0.9886193757010839,0.013078475313686787
59,0.061945060165940175,1.380108837128093,0.029847856017446855
60,0.31341407289784623,0.9859613598279116,0.01978952351607523
61,1.2723322722432637,0.9322960630054486,0.02016808424279069
62,0.018734964488363842,1.2839650773129176,0.011910724291001092
63,0.11528688508786102,1.1568046613186949,0.013326663433260132
64,1.0150733615081116,1.4011666175037434,0.013415530022526486
65,0.7554343836629717,1.1065239451809803,0.027216034848352253
66,0.5958908771476222,1.1384469379041207,0.01835410704832595
67,0.18693921572044023,-0.15627070176769792,0.0792558395144918
68,0.3378066531401585,-0.4346888017910953,0.050308451097643196
69,0.19921507808614897,-0.06582056375297118,0.059207712899529606
70,0.47503645731941324,-0.6758409408345968,0.028546374645609274
71,0.31417229328206764,-0.4648801930019996,0.05238665070939236
72,1.3656138222504748,-0.2927812588297044,0.02160374999917145
73,1.6205713646243367,-0.6195355192096914,0.020544699622693736
74,2.480033596650882,0.20370996730688778,0.029197445965726758
75,2.9621870008352746,0.9460728602086212,0.014676263847964858
76,2.2578401013272313,1.2319965594502515,0.019093496837492892
77,1.5060170297986981,1.501528256260724,0.04337668843480333
78,1.239818301574613,1.1633257153563668,0.014939395134191666
79,1.4651780111653538,0.8301279899121451,0.014072528094916745
80,1.5900152945813784,0.12210386763333034,0.055156300039492824
81,1.8884287226706462,-1.009794054658359,0.03628067297243019
82,1.8939190275009348,-1.0408296893066034,0.038947703028801
83,1.8252236057294697,-0.5456665573923773,0.041774564975179805
84,1.036274634485317,-0.19949537411555357,0.0680137307704282
85,0.6086970281504956,-0.6121328227340718,0.031755113522355764
86,0.9204689508964634,-1.3066615840576585,0.03301366346272915
87,0.08712290270765732,-1.4320685591822213,0.07592497194441505
88,0.30694765760888054,-1.269905781656655,0.03482094337776516
89,0.6008452272457725,-1.5513461931548935,0.038821041603948045
90,0.004532734145556244,-1.0920548361549791,0.029145585096865528
91,0.4242178333467866,-0.7738462303325169,0.026954038564758965
92,0.6010275374030516,-0.7354392445776678,0.026708823384046624
93,0.768105330689394,-1.1593911630360474,0.0385173611260192
94,1.7037198026864773,-1.2141279983471704,0.025466573229540265
95,0.7962049924190081,-1.1431422878501607,0.038855243884884844
96,0.31039861037196514,-1.124687156655497,0.0484917183658741
97,0.45901038667047056,-1.143395629499663,0.03243502355968901
98,0.5376724149851554,-0.6472283877262858,0.0296735748269991
99,0.06589734219610288,-0.5507729287869402,0.040297193084587506
100,0.2006137329626493,0.15401896369798515,0.04219373383078123
