iter,azimuth,elevation,edge_score,mad_raw,score_raw,mad_blur,score_blur
48,6.276013006727047,-0.002956867463073733,0.2371249422128166,0.0,1.0,0.0,1.0
49,6.276013006727047,-0.002956867463073733,0.2371249422128166,0.0,1.0,0.0,1.0
50,6.276013006727047,-0.002956867463073733,0.2371249422128166,0.0,1.0,0.0,1.0
51,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
52,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
53,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
54,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
55,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
56,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
57,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
58,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
59,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
60,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
61,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
62,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
63,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
64,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
65,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
66,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
67,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
68,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
69,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
70,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
71,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
72,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
73,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
74,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
75,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
76,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
77,6.277243104392228,-0.0015574242810701578,0.2435421595444654,0.0,1.0,0.0,1.0
78,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
79,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
80,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
81,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
82,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
83,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
84,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
85,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
86,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
87,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
88,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
89,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
90,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
91,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
92,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
93,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
94,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
95,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
96,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
97,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
98,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
99,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
100,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
101,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
102,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
103,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
104,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
105,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
106,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
107,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
108,0.0009322395170716646,0.0061415088943648334,0.24909964041317514,0.0,1.0,0.0,1.0
109,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
110,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
111,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
112,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
113,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
114,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
115,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
116,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
117,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
118,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
119,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
120,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
121,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
122,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
123,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
124,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
125,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
126,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
127,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
128,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
129,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
130,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
131,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
132,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
133,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
134,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
135,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
136,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
137,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
138,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
139,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
140,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
141,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
142,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
143,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
144,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
145,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
146,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
147,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
148,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
149,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
150,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
151,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
152,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
153,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
154,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
155,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
156,0.0013547292660973757,-0.0016993695485730499,0.24953656842577518,0.0,1.0,0.0,1.0
157,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
158,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
159,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
160,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
161,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
162,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
163,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
164,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
165,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
166,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
167,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
168,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
169,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
170,6.282722714602601,0.004816421376103872,0.24956897124933486,0.0,1.0,0.0,1.0
171,6.281955536764392,-0.0018558426394026002,0.2498396172320233,0.0,1.0,0.0,1.0
172,6.281955536764392,-0.0018558426394026002,0.2498396172320233,0.0,1.0,0.0,1.0
173,6.281955536764392,-0.0018558426394026002,0.2498396172320233,0.0,1.0,0.0,1.0
174,6.281955536764392,-0.0018558426394026002,0.2498396172320233,0.0,1.0,0.0,1.0
175,6.281955536764392,-0.0018558426394026002,0.2498396172320233,0.0,1.0,0.0,1.0
176,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
177,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
178,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
179,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
180,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
181,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
182,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
183,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
184,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
185,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
186,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
187,0.0003063711545276959,-0.0026688629799011656,0.25043651902372654,0.0,1.0,0.0,1.0
188,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
189,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
190,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
191,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
192,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
193,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
194,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
195,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
196,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
197,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
198,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
199,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
200,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
201,6.283183724024171,-0.0029327790462641795,0.2507765454349695,0.0,1.0,0.0,1.0
