iter,azimuth,elevation,edge_score
1,4.723887663016387,-1.5633617890668505,0.43105611303743085
2,4.704119530507107,-1.5707963267948966,0.5464649368928363
3,4.716600868044101,-1.5707963267948966,0.5987557580630672
4,4.716600868044101,-1.5707963267948966,0.5987557580630672
5,4.716600868044101,-1.5707963267948966,0.5987557580630672
6,4.716600868044101,-1.5707963267948966,0.5987557580630672
7,4.709946683730054,-1.5707963267948966,0.6113631477146092
8,4.713779379823688,-1.5707963267948966,0.6210671806699536
9,4.713779379823688,-1.5707963267948966,0.6210671806699536
10,4.713779379823688,-1.5707963267948966,0.6210671806699536
11,4.713779379823688,-1.5707963267948966,0.6210671806699536
12,4.713779379823688,-1.5707963267948966,0.6210671806699536
13,4.713779379823688,-1.5707963267948966,0.6210671806699536
14,4.713779379823688,-1.5707963267948966,0.6210671806699536
15,4.713779379823688,-1.5707963267948966,0.6210671806699536
16,4.713779379823688,-1.5707963267948966,0.6210671806699536
17,4.713779379823688,-1.5707963267948966,0.6210671806699536
18,4.713779379823688,-1.5707963267948966,0.6210671806699536
19,4.713779379823688,-1.5707963267948966,0.6210671806699536
20,4.713779379823688,-1.5707963267948966,0.6210671806699536
21,4.713779379823688,-1.5707963267948966,0.6210671806699536
22,4.713525339951838,-1.5707963267948966,0.621130634741199
23,4.713525339951838,-1.5707963267948966,0.621130634741199
24,4.713525339951838,-1.5707963267948966,0.621130634741199
25,4.713525339951838,-1.5707963267948966,0.621130634741199
26,4.713525339951838,-1.5707963267948966,0.621130634741199
27,4.713525339951838,-1.5707963267948966,0.621130634741199
28,4.713525339951838,-1.5707963267948966,0.621130634741199
29,4.713525339951838,-1.5707963267948966,0.621130634741199
30,4.713525339951838,-1.5707963267948966,0.621130634741199
31,4.713525339951838,-1.5707963267948966,0.621130634741199
32,4.713525339951838,-1.5707963267948966,0.621130634741199
33,4.713525339951838,-1.5707963267948966,0.621130634741199
34,4.713525339951838,-1.5707963267948966,0.621130634741199
35,4.713525339951838,-1.5707963267948966,0.621130634741199
36,4.713525339951838,-1.5707963267948966,0.621130634741199
37,4.713525339951838,-1.5707963267948966,0.621130634741199
38,4.713525339951838,-1.5707963267948966,0.621130634741199
39,4.713525339951838,-1.5707963267948966,0.621130634741199
40,4.713525339951838,-1.5707963267948966,0.621130634741199
41,4.713525339951838,-1.5707963267948966,0.621130634741199
42,4.713525339951838,-1.5707963267948966,0.621130634741199
43,4.713525339951838,-1.5707963267948966,0.621130634741199
44,4.713525339951838,-1.5707963267948966,0.621130634741199
45,4.713525339951838,-1.5707963267948966,0.621130634741199
46,4.713525339951838,-1.5707963267948966,0.621130634741199
47,4.713525339951838,-1.5707963267948966,0.621130634741199
48,4.713525339951838,-1.5707963267948966,0.621130634741199
49,4.713525339951838,-1.5707963267948966,0.621130634741199
50,4.713525339951838,-1.5707963267948966,0.621130634741199
51,4.713525339951838,-1.5707963267948966,0.621130634741199
52,4.713525339951838,-1.5707963267948966,0.621130634741199
53,4.713525339951838,-1.5707963267948966,0.621130634741199
54,4.713525339951838,-1.5707963267948966,0.621130634741199
55,4.713525339951838,-1.5707963267948966,0.621130634741199
56,4.713525339951838,-1.5707963267948966,0.621130634741199
57,4.713525339951838,-1.5707963267948966,0.621130634741199
58,4.713525339951838,-1.5707963267948966,0.621130634741199
59,4.713525339951838,-1.5707963267948966,0.621130634741199
60,4.713525339951838,-1.5707963267948966,0.621130634741199
61,4.713525339951838,-1.5707963267948966,0.621130634741199
62,4.713525339951838,-1.5707963267948966,0.621130634741199
63,4.713525339951838,-1.5707963267948966,0.621130634741199
64,4.713525339951838,-1.5707963267948966,0.621130634741199
65,4.713525339951838,-1.5707963267948966,0.621130634741199
66,4.713525339951838,-1.5707963267948966,0.621130634741199
67,4.713525339951838,-1.5707963267948966,0.621130634741199
68,4.713525339951838,-1.5707963267948966,0.621130634741199
69,4.713525339951838,-1.5707963267948966,0.621130634741199
70,4.713525339951838,-1.5707963267948966,0.621130634741199
71,4.713525339951838,-1.5707963267948966,0.621130634741199
72,4.713525339951838,-1.5707963267948966,0.621130634741199
73,4.713525339951838,-1.5707963267948966,0.621130634741199
74,4.713525339951838,-1.5707963267948966,0.621130634741199
75,4.713525339951838,-1.5707963267948966,0.621130634741199
76,4.713525339951838,-1.5707963267948966,0.621130634741199
77,4.713525339951838,-1.5707963267948966,0.621130634741199
78,4.713525339951838,-1.5707963267948966,0.621130634741199
79,4.713525339951838,-1.5707963267948966,0.621130634741199
80,4.713525339951838,-1.5707963267948966,0.621130634741199
81,4.713525339951838,-1.5707963267948966,0.621130634741199
82,4.713525339951838,-1.5707963267948966,0.621130634741199
